,fonte,titulo1,titulo2,artista,letra
515,https://www.letras.mus.br/mc-jhowzinho/senta-na-pica-e-foda-se-part-mc-lan-mc-nando-dk-e-mc-w1/,"Primeiramente (part. MC Lan, MC Nando DK e MC W1)","Primeiramente (part. MC Lan, MC Nando DK e MC W1)",MCs Jhowzinho e Kadinho," 
Primeiramente
Vai tomar no olho do seu cu
Segundamente
Vai pra puta que pariu


E terceiramente
Senta na rola, quica na rola
Senta na rola, quica na rola
Senta na rola, quica na rola
Senta na rola, quica na rola
Senta na rola

Eita, porra
Caralho, novinha filha da putinha
Eita, porra
Caralho, novinha filha da putinha

Vai, desce, moreninha ah, ah, ah, ah
Sobe, moreninha ah, ah, ah, ah
Desce, vai, loirinha ah, ah, ah, ah
Sobe, vai, ruivinha ah, ah, ah, ah, ah, ah, ah

Ô, cuzona
Toma, toma, toma, toma
Ô, cuzuda
Chupa, chupa, chupa

Ô, cuzona
Toma, toma, toma, toma
Ô, peituda
Chupa, chupa, chupa, chupa

O meu piru tá doce
Senta na pica e foda-se
Quica na pica e foda-se
Relaxa na pica e foda-se
Foda-se, foda-se, foda-se, foda-se

Senta na pica e foda-se
Relaxa na pica e foda-se
Quica na pica e foda-se
Foda-se, foda-se

Quica no pau, sua puta
Senta no pau, sua puta
Quica no pau, sua puta
Senta no pau, sua puta

Isso é baile de favela
Aqui não é Lollapalooza
Isso é baile de favela
Aqui não é Lollapalooza

Quica no pau, sua puta
Senta no pau, sua puta
Quica no pau, sua puta
Senta no pau, sua puta

Isso é baile de favela
Aqui não é Lollapalooza
Isso é baile de favela
Aqui não é Lollapalooza

Tá com sono? Pau no seu cu!
Vem sentando no piru
Tá com sede? Pau no seu cu!
Vem sentando no piru

Tá com sono? Pau no cu!
Vem sentando no piru
Tá com sede? Pau no seu cu!
Vem sentando no piru
 "
516,https://www.letras.mus.br/mc-g15/deu-onda/,Deu Onda [versão explícita],Deu Onda [versão explícita],MC G15," 
Eu preciso te ter
Meu fechamento é você, mozão


Eu não preciso mais beber
E nem fumar maconha
Que a sua presença me deu onda

O seu sorriso me dá onda
Você sentando, mozão, me deu onda

Que vontade de fuder, garota
Eu gosto de você, fazer o quê?
Meu pau te ama

Que vontade de fuder, garota
Eu gosto de você, fazer o quê?

Meu pau te ama, é
Meu pau te ama
Meu pau te ama, é
Meu pau te ama
 "
517,https://www.letras.mus.br/mc-martinho/1683133/,Caminho das Rosas,Caminho das Rosas,Mc Martinho," 
Tava vuado na pista dentro do Golf Sapão
De repente ouvi sirenes era perseguição
Não exitei acelerei mano,naquele instante
Porque dentro do porta-mala eram vários flagrantes


Algum comédia que me deu pra eu falhar na missão
Por isso a duzentos por hora acionei o patrão
Bati um rádio, mais que situação foi aquela
Ele mandou eu chegar vivo ou morto na favela

Eu acelerando e os verme aplicando
Furaram meus pneus e a gasolina acabando
O papo do patrão não saia da minha mente
Vivo ou morto
Vou ter que botar a chapa quente

Encostei o carro na freada e na adrenalina
Abandonei a carga, mas enquadrei uma mina

Em fração de segundos policia pra todo lado
E na televisão meu rosto era estampado
A refém desesperada e eu batendo neurose
Porque o troféu dos canas, claro era minha morte

Eu fazendo exigência na maior sagacidade
Negociadores no chão, e atiradores em cima da laje
Meus Deus!
Mas eu sou vagabundo, guerreiro treinado
E não me entrego não
Sou bandido 157 se for preciso eu mato
Não falho na missão, eu não falho não!

O cerco já tá armado não tem pra onde eu correr
Pensei não vai ter jeito a bala vai comer
foi quando o negociador tranquilo trouxe a noticia
Calma, no telefone é sua esposa e sua filha

Eu me surpreendi quando atendi o telefone
E lágrimas caiu mesmo eu sendo sujeito homem
Libertei a refém arrependido e distraído
De repente um barulho
Pá
Tomei um tiro

Pensava em me entregar, agora e tarde não dá mais
O que vai ser da minha filha sem um pai?
Infância destruída, futuro traumatizado
Já era eu tô no chão agonizando, baleado

Pedi perdão a Deus pois não há justificativa
Culpa o sofrimento e entrar na vida bandida
No último suspiro vendo minha vida ir embora
Veio o arrependimento foi nele que eu encontrei

O caminho das rosas
O caminho das rosas
O caminho das rosas
O caminho das rosas
 "
518,https://www.letras.mus.br/mc-carol/propaganda-enganosa/,Propaganda Enganosa,Propaganda Enganosa,MC Carol," 
Que isso coração?
Que isso meu amor?
Comecei agora e você já se gozou
Que isso coração?
Que isso meu amor?
Comecei agora e você já se gozou


Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir
Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir

A piroca não cantou, muito menos era grossa
Eu caí legal na propaganda enganosa
Corpo lindo pra caralho, as novinha tudo perde
Mas borracha fraca, na moral, pra mim não serve
Me levou de ralo, pensei que ía ao céu
Perdi tempo e dinheiro na porra daquele hotel

Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir
Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir

(Sem fofoca, sem cutcharra)
Sem fofoca, sem caô
(Eu só quero te comer)
Me comeu mal pra caralho

Que isso coração?
Que isso meu amor?
Comecei agora e você já se gozou
Que isso coração?
Que isso meu amor?
Comecei agora e você já se gozou

Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir
Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir

A piroca não cantou, muito menos era grossa
Eu caí legal na propaganda enganosa
Corpo lindo pra caralho, as novinha tudo perde
Mas borracha fraca, na moral, pra mim não serve
Me levou de ralo, pensei que ía ao céu
Perdi tempo e dinheiro na porra daquele hotel

Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir
Sem fofoca, sem caô
Sem cutcharra e mimimi
Me comeu mal pra caralho
Eu gemi pra te iludir

(Sem fofoca, sem cutcharra)
Sem fofoca, sem caô
(Eu só quero te comer)
Me comeu mal pra caralho
 "
519,https://www.letras.mus.br/gaab/camera-lenta-part-mc-hariel/,Câmera Lenta (part. MC Hariel),Câmera Lenta (part. MC Hariel),Gaab," 
Quantas posições?

Quantas posições será que essa mina aguenta?
Senta em câmera lenta
Quantas posições será que essa mina aguenta?
Senta em câmera lenta


Você já sabe qual é
Sonho de qualquer mulher
Hoje minha música toca no baile
Tu saí com as amigas pra dar um rolé

Hoje não vai ter café
Você já sabe qual é
Final de baile, vem pra minha casa
Ou então, mete o pé

Tô procurando um meio termo pra me expressar
Eu quero te comer mas eu não quero ser vulgar
Cansei de te passar uma imagem familiar
Vou resumir, sem te enrolar

Sei que tu quer transar, e eu também
Traz a camisinha pra não ter neném
Sei que tu quer transar, e eu também
Traz a camisinha pra não ter neném

Sei que tu quer transar, e eu também
Traz a camisinha pra não ter neném
Sei que tu quer transar, e eu também
Traz a camisinha

Joga na minha cara, amor
Seu instinto de piranha
Chama sua melhor amiga
Amiga de confiança

Eu quero fazer ménage
Hoje eu vou foder a 3
Vai, faz a fila e vem uma de cada

Joga na minha cara, amor
Seu instinto de piranha
Chama sua melhor amiga
Amiga de confiança

Eu quero fazer ménage
Hoje eu vou foder a 3
Vai, faz a fila e vem uma de cada vez

Vai, faz a fila e vem uma de cada vez
Sacanagem hoje é homenagem pra minha ex
Vai, faz a fila e vem uma de cada vez
Vai, faz a fila e vem uma de cada vez

Vai, faz a fila e vem uma de cada vez
Sacanagem hoje é homenagem pra minha ex
Vai, faz a fila e vem uma de cada vez
Vai, faz a fila e vem uma de cada vez

Senta em câmera lenta
Senta em câmera lenta

Quantas posições será que essa mina aguenta?
Senta em câmera lenta
Quantas posições essa mina aguenta?
Senta em câmera lenta

Quantas posições será que essa mina aguenta?
Senta em câmera lenta
Quantas posições será que essa mina aguenta?
Senta em câmera lenta

Quantas posições?
Quantas posições?
 "
520,https://www.letras.mus.br/mc-juninho-da-10/mae-to-nessa-vida/,Mãe To Nessa Vida,Mãe To Nessa Vida,MC Juninho da 10," 
Eu cheguei lá em casa
Perguntei por minha filha
Minha mãe me respondeu
Você tá na minha mira
Tu nunca passou fome
Por que agora tu
Escolhe a vida bandida
Vida bandida, que adrenalina


Oh, mãe, vou te explicar
Deixa eu guardar minha pistola
E desde um tempo atrás
Que a minha mente vira e embola
Se hoje eu tô no crime me perdoa
Não é culpa da senhora
O da senhora

Que eu nasci num mundo louco
Onde um bagulho é doido
O mundo que eu nasci
Morre um e nasce outro
Aqui é Deus por nós
E muita fé
E aqui um pelo outro um pelo outro

Vários irmãos morreu
Vários estão privado
Pra acalmar minha mente
Acendo um baseado
Por isso que hoje
Em dia por aí é vários
Menor revoltado
Muito bolado, descontrolado

Eu já dormi na lage
Eu já corri por viela
Já pulei vários muro
Dentro da minha favela
Cheio de marca no corpo de pinote
Vida de bandido é essa
Não desconversa, mãe, eu tô nessa

Laia laia laia laia laia laia laia
Laia laia laia laia laia laia laia
Desculpa aí coroa
A vida loka não vou abandonar
 "
521,https://www.letras.mus.br/dani-russo/solteiro-nunca-esta-so-part-mc-kekel/,Solteiro Nunca Está Só (part. MC Kekel),Solteiro Nunca Está Só (part. MC Kekel),Dani Russo," 
Valeu, mozão
Por ter terminado comigo
Que situação
Eu fiquei de coração partido


Não é que eu gostava dela
Que ela me tirou do Mandella
É que achou que podia mudar
Da noite pro dia, o favela

Ela terminou comigo
Achou que eu ia pra pior
Solteiro nunca está só
Solteiro nunca está só
Solteiro nunca está só

Ela terminou comigo
Achou que eu ia pra pior
Solteiro nunca está só
Solteiro nunca está só

Valeu, mozão
Por ter terminado comigo
Que situação
Eu fiquei de coração partido

Não é que eu gostava dele
Que ele me tirou do Mandella
É que achou que podia mudar
Da noite pro dia, a menina de quebra

Ele terminou comigo
Achou que eu ia pra pior
Solteira nunca está só
Solteira nunca está só
Solteira nunca está só

Ele terminou comigo
Achou que eu ia pra pior
Solteira nunca está só
Solteira nunca está só
Solteira nunca está só

Valeu, mozão
 "
522,https://www.letras.mus.br/mc-maneirinho/sem-sentimento/,Sem Sentimento,Sem Sentimento,MC Maneirinho," 
Sem sentimento
A gente se envolve, se pega e depois tudo acaba
Sem sentimento
Cada um na sua, sabe que eu sou da rua
Se liga!


Abraço! Toma meu contato
Deixo tu correr atrás de um príncipe encantado
E quando encontrar, vai ser mó fiasco
Vai me ligar querendo aquele amor safado
Porque

Você quer o cara errado no momento certo
Eu não quero compromisso, eu dou o papo reto
Tu me chama de safado mas eu como quieto
Porque eu sou o cara errado no momento certo

Sem sentimento
A gente se envolve, se pega e depois tudo acaba
Sem sentimento
Cada um na sua, sabe que eu sou da rua
Se liga!

Se malandro mente, malandra sente
Sabe como eu ajo? Malandramente
Olha meu perfil, só a cara de inocente
Tenho habilidade se tiver carente
Você quer o cara errado no momento certo
Eu não quero compromisso eu dou o papo reto
Tu me chama de safado mas eu como quieto
Porque eu sou o cara errado no momento certo

Sem sentimento
A gente se envolve, se pega e depois tudo acaba
Sem sentimento
Cada um na sua, sabe que eu sou da rua
Se liga!
 "
523,https://www.letras.mus.br/mc-loma/malevola/,Malévola,Malévola,MC Loma e As Gêmeas Lacração," 
As definições de hits foram atualizadas, papai
E aê, DJ Dubai? Escama só de peixe, uai!
Cebruthius
Ai, que vontade de chorar


Bem provável que eu faça assim
Te deixando louco, gamado em mim
Bem provável que eu faça assim
Te deixando gamadin

Eu já falei para você não se apaixonar
Eu não sou flor que se cheire, posso te fazer pirar
Avisei para você que não sou a Chapeuzinho
Dessa pequena história tu só sabe um trechinho

Eu sou malévola e vou te fazer pirar
Eu sou malévola e posso te enfeitiçar
Eu sou malévola, minhas asas vem cortar
Eu sou malévola, malévola

Eu sou malévola e vou te fazer pirar
Eu sou malévola e posso te enfeitiçar
Eu sou malévola, minhas asas vem cortar
Eu sou malévola, malévola

Vou te, vou te, vou te fazer pirar
Vou te, vou te, vou te fazer pirar
Vou te, vou te, vou te fazer pirar
E posso te enfeitiçar

Bem provável que eu faça assim
Te deixando louco, gamado em mim
Bem provável que eu faça assim
Te deixando gamadin

Eu já falei para você não se apaixonar
Eu não sou flor que se cheire, posso te fazer pirar
Avisei para você que não sou a Chapeuzinho
Dessa pequena história tu só sabe um trechinho

Eu sou malévola e vou te fazer pirar
Eu sou malévola e posso te enfeitiçar
Eu sou malévola, minhas asas vem cortar
Eu sou malévola, malévola

Eu sou malévola e vou te fazer pirar
Eu sou malévola e posso te enfeitiçar
Eu sou malévola, minhas asas vem cortar
Eu sou malévola, malévola

Essa aqui é hit, então não se engane
E tame, e tame, e tame, tame, tame
E tame, e tame, e tame, tame, tame
E tame, e tame, e tame, tame, tame
E tame, e tame, e tame, tame, tame
 "
524,https://www.letras.mus.br/mc-marcinho/119196/,Garota nota 100,Garota nota 100,MC Marcinho," 
Hoje eu vim para poder falar para poder contar o que passou
Falar das coisas que ficou guardado e que deixei de lado aquele amor
Meu coração pois já te entreguei pois quando te beijei me apaixonei
Só hoje que o tempo já passou que eu pude perceber que eu errei...


Igual a você eu sei que não tem
De 0 a 10 te dou nota 100
E até hoje eu lembro de ti
E ainda sonho que um dia vc vem....

Os seus carinhos eram verdadeiros eram um pouco fácil me fascino
E até hoje ainda sinto saudade daquele olhar do seu amor
Ainda me lembro daquele sorriso que era tão bonito e se acabou
E até hoje procuro um alguém para me esquecer do seu amor....

Igual a você eu sei que não tem
De 0 a 10 te dou nota 100
E até hoje eu lembro de ti
E ainda sonho que um dia vc vem....

Com um simples toque de um segundo já estávamos juntos pra valer,
E foi então pela primeira vez que eu pude conhecer o que é o prazer
Foi uma noite linda de amor a luz de um luar eu e vc
Pois parecia que estava sonhando nós dois nos amando até amanhecer....

Igual a você eu sei que não tem
De 0 a 10 te dou nota 100
E até hoje eu lembro de ti
E ainda sonho que um dia vc vem....

Ainda me lembro da primeira vez quando te abracei e te beijei,
Foi tão gostosa aquela sensação mexeu meu coração eu flutuei,
Meu coração estava acelerando e eu gaguejando fui com fé,
E falei baixo no seu ouvido que você seria minha mulher....

Igual a você eu sei que não tem
De 0 a 10 te dou nota 100
E até hoje eu lembro de ti
E ainda sonho que um dia vc vem....
 "
525,https://www.letras.mus.br/malha-funk-musicas/256089/,Festa da Mônicão,Festa da Mônicão,Malha Funk," 
Geral estava Chapado, eu vi!
Geral estava Doidão
Todo mundo Alucinado
No Aniversário da Mônicão


A festa tava animada
Só Marula e Red Bull
O Dj Tocando todas
As Minas Batendo o bumbum

Mais na hora de cantar
Os Parabéns pra Mônicão
Jumentinho era o Maestro
E puxava esse ""refrão""
Assimmmmmmmm!!!!    2x

Há!Há!
Hu!Hu!
O Mônicão eu vou Comer seu ""Bolo"" 2x

Vai de Fusquinha
Vem de Chevette
A Mônicão vai pagar um ""Chopp"" 2x

Geral estava Chapado...
 "
526,https://www.letras.mus.br/dennis-dj/ninguem-contra-pra-ninguem-part-mc-livinho/,Ninguém Contra Pra Ninguém (part. MC Livinho),Ninguém Contra Pra Ninguém (part. MC Livinho),Dennis DJ," 
Se o tempo que a gente perde brigando
A gente aproveitasse se pegando
Gostosin, eu e você pelado
Vai por mim, aquele amor safado
Se tá rindo, é porque quer também


Vem sentar de novo
Diz que tá gostoso
Não explana, não, hein
O que ninguém sabe ninguém conta pra ninguém

Vem sentar de novo (vem sentar, vem sentar)
Diz que tá gostoso (vem sentar, vem sentar)
Não explana, não, hein
O que ninguém sabe ninguém conta pra ninguém

Se o tempo que a gente perde brigando
A gente aproveitasse se pegando
Gostosin, eu e você pelado
Vai por mim, aquele amor safado
Se tá rindo, é porque quer também

Vem sentar de novo (vem sentar, vem sentar)
Diz que tá gostoso (vem sentar, vem sentar)
Não explana, não, hein
O que ninguém sabe ninguém conta pra ninguém

Vem sentar de novo (vem sentar, vem sentar)
Diz que tá gostoso (vem sentar, vem sentar)
Não explana, não, hein
O que ninguém sabe ninguém conta pra ninguém

Quero ver descer com esse bumbum, bum, bum, bum
(Quero ver, quero ver)
Quero ver descer com esse bumbum, bum, bum, bum
(Quero ver, quero ver)
Quero ver descer com esse bumbum, bumbum
(Quero ver, quero ver)
Quero ver descer com esse bumbum, bum, bum, bum
(Quero ver, quero ver)

Quero ver descer com esse bumbum, bum, bum, bum
(Quero ver, quero ver)
Quero ver descer com esse bumbum, bum, bum, bum
(Quero ver, quero ver)
Quero ver descer com esse bumbum, bum, bum, bum
(Quero ver, quero ver)
Quero ver descer com esse bumbum
(Quero ver, quero ver)

De novo
Diz que tá gostoso
 "
527,https://www.letras.mus.br/mc-g15/a-distancia-ta-maltratando-part-mc-bruninho/,A Distância Tá Maltratando (part. MC Bruninho),A Distância Tá Maltratando (part. MC Bruninho),MC G15," 
Como é que tá aí?
Já se acostumou com a cidade nova?
Quando é que vem aqui?
Eu tô contando as horas pra te ter de volta


A distância tá maltratando
Eu sei que fortalece a nossa relação
Mas eu não tô mais aguentando
Se de avião tá caro, eu vou de busão

É tudo diferente
Você no Norte e eu no Sul
Um céu é cinza, o outro azul
Mas a saudade é exatamente igual
Dói em São Paulo, dói em Natal

Você no Norte e eu no Sul
Um céu é cinza, o outro azul
Mas a saudade é exatamente igual
Dói em São Paulo, dói em Natal

Ai, ai, ai, ai
Ai, ai, ai, ai
Ai, ai, ai, ai
Dói em São Paulo, dói em Natal

Ai, ai, ai, ai
Ai, ai, ai, ai
Ai, ai, ai, ai

Como é que tá aí?
Já se acostumou com a cidade nova?
Quando é que vem aqui?
Eu tô contando as horas pra te ter de volta

A distância tá maltratando
Eu sei que fortalece a nossa relação
Mas eu não tô mais aguentando
Se de avião tá caro, eu vou de busão

É tudo diferente
Você no Norte e eu no Sul
Um céu é cinza, o outro azul
Mas a saudade é exatamente igual
Dói em São Paulo, dói em Natal

Você no Norte e eu no Sul
Um céu é cinza, o outro azul
Mas a saudade é exatamente igual
Dói em São Paulo, dói em Natal

Ai, ai, ai, ai
Ai, ai, ai, ai
Ai, ai, ai, ai
Dói em São Paulo, dói em Natal

Ai, ai, ai, ai
Ai, ai, ai, ai
Ai, ai, ai, ai
Dói em São Paulo, dói em Natal
 "
528,https://www.letras.mus.br/gaab/sem-pressa-part-mc-livinho/,Sem Pressa (part. MC Livinho),Sem Pressa (part. MC Livinho),Gaab," 
Vai mais devagar, vai mais devagar
Pode ir primeiro que já já eu chego lá
Vai mais devagar, vai mais devagar
Pode ir sem pressa que nada sai do lugar


Eu posso te assumir, posso te acalmar
Posso te despir, posso te excitar
Leva o caderno que tem coisa pra anotar
Vai voltar pra casa com histórias pra contar

Devagar, sem pressa
Já já to chegando ai ou não
Uma hora dessa
Disposto a qualquer situação

Se tá disposta, encosta, adoça
Da melhor forma, melhor proposta
Baby dance, baby dance
Enquanto o seu corpo desce água

Vai mais devagar, vai mais devagar
Pode ir primeiro que já já eu chego lá
Vai mais devagar, vai mais devagar
Pode ir sem pressa que nada sai do lugar

Eu posso te assumir, posso te acalmar
Posso te despir, posso te excitar
Leva o caderno que tem coisa pra anotar
Vai voltar pra casa com histórias pra contar

Devagar, sem pressa
Já já to chegando ai ou não
Uma hora dessa
Disposto a qualquer situação

Vai mais devagar, vai mais devagar
Pode ir primeiro que já já eu chego lá
Vai mais devagar, vai mais devagar
Pode ir sem pressa que nada sai do lugar

Eu posso te assumir, posso te acalmar
Posso te despir, posso te excitar
Leva o caderno que tem coisa pra anotar
Vai voltar pra casa com histórias pra contar
 "
529,https://www.letras.mus.br/mc-rita/love-66-part-mc-davi-mc-hariel-e-gaab/,"Love 66 (part. MC Davi, MC Hariel e Gaab)","Love 66 (part. MC Davi, MC Hariel e Gaab)",MC Rita," 
[MC Davi]
Você me tira do sério
Eu fazia o que eu queria
Não faço mais o que eu quero
Tomou conta da minha vida
Pelo menos sou sincero
Eu te chamando de linda
Tomo gin, Red Bull amarelo
Gin com tônica azeda o clima
Você me chama de esperto
Eu te acho a mina mais linda
Se faz de difícil e eu quero
Pra você é fácil me negar, menina


Sabe aquela essência que cê gosta?
Sabe aquela essência que cê fuma?
Vou passar fumaça na sua boca
Na intenção de passar a mão na nuca
Vou pedir Love 66
Depois vou fazer um 69
Hoje eu te chupo inteira
Você é a essência que eu mais gosto

Pode pá, vou te esperar nesse lounge
Até mais tarde tô lá
Pode pá, vou te esperar nesse lounge
Até mais tarde tô lá

[MC Rita]
Creio que você me perdeu
Pode ser que esteja enganada
Esse sentimento é meu
Mas meu coração que fala
Cê fala que quem manda é eu
Mas não me obedece em nada
Minha amiga apareceu
Me chamou pra fumar um narga

Sabe aquela essência que cê gosta?
Sabe aquele essência que cê fuma?
Tentaram beijar a minha boca
Só deixei passar a mão na nuca
Vou pedir Love 66
Corre até pra ter o 69
Hoje eu vivo solteira
Você é a raiva que eu mais gosto

Pode pá, vou te esperar nesse lounge
Até mais tarde, vem cá
Pode pá, vou te esperar nesse lounge
Até mais tarde

[MC Hariel]
Você é gostosa e sensual
E sabe disso e por isso joga na cara
Mostra o que cê tem pra dar
Mas eu não sou legal
Nem sou do tipo que se faz do tipo
Que não é a minha cara
Quero que se foda o que cês vão pensar
E ela gosta de fumaça, eu bolo um beck
E ela gosta de dançar, eu faço a track
Ela veio pra tumultuar, eu acompanho o pique
Hoje o jet tá mec, ô
Mec, mec, mec, mec, mec
Somos o que somos e isso causa inveja
Em quem não tem personalidade
Vivemos sonhando e transformando
O pouco que temos em muita felicidade
Quando o grave bate, a bunda dela treme
Se a fumaça sobe, dá uma brisa e ela quer sentar no pai
Pode pá, que nesse lounge eu vou te esperar
E nessa noite vai que vai

Pode pá, vou te enfeitiçar nesse lounge
Ela me pede adrenalina, é claro que eu proporciono, então
Pode pá, vou te enfeitiçar nesse lounge
Ela é um foguetão da NASA, eu sou o piloto e estaciono, então

[Gaab]
Sua essência chocomenta, um som rolando e um narguilé
Você quer passar fumaça, deixa, eu passo pra você
Quanto mais neblina a sala, mais eu quero te satisfazer, satisfazer
Porque você me faz tão bem (bem)
Sempre quando eu chamo cê vem (vem)
Tratamento vip, eu sei (ei)
Eu sei (ei)
Porque você me faz tão bem (bem)
Sempre quando eu chamo cê vem (vem)
Tratamento vip, eu sei (ei)
Eu sei, eu sei, eu sei

Sabe aquela essência que cê gosta?
Sabe aquele essência que cê fuma?
Vou passar fumaça na sua boca
Com a intenção de passar a mão na bunda
Vou pedir Love 66
Depois eu vou fazer um 69
Hoje eu te chupo inteira
Você é a essência que eu mais gosto

[Gaab e MC Davi]
Pode pá, vou te esperar nesse lounge
Até mais tarde tô lá
Pode pá, vou te esperar nesse lounge
Até mais tarde tô lá

[Gaab]
Pode pá, vou te esperar nesse lounge
Até mais tarde
 "
530,https://www.letras.mus.br/mc-davi/fogo-na-inveja-2/,Fogo na Inveja 2 (part. MC Menor da VG),Fogo na Inveja 2 (part. MC Menor da VG),MC Davi," 
A vida mudou, né?
Tá confortável até pra pisar
Na garganta do zé
Que falou mal e hoje quer encostar


Prefiro ficar sem ressaca
Parecendo que tô com conjuntivite
Nem o do Bob dá certo
E me levam a outros requinte, óh

Eita lugarzinho bom de ficar
Tudo de bom e tudo que quiser
Fato, queria viciar
Não tá faltando nada não, né?

Vê se não esquece do gelo
Que a bebida não pode esquentar
Também não esquece do isqueiro
Que os moleque, fogo vão botar

Inveja desgosto provocado pela felicidade
Ou prosperidade alheia
Desejo irrefreável de possuir
Ou gozar o que é de outros
Inveja

Fogo na inveja vão botar
Fogo na festa de praia
Fogo na Curaçao pra eu tomar
Fogo nas mais gata

Fogo na inveja vão botar
Fogo lá na praia
Fogo na Curaçao pra eu tomar
Fogo nas mais gata

Fogo na inveja vão botar
Fogo lá na praia
Fogo na Curaçao pra eu tomar
Fogo nas mais gata

Fogo nas mais gata

A vida mudou, né?
Tá confortável até pra pisar
Na garganta do zé
Que falou mal e hoje quer encostar

Prefiro ficar sem ressaca
Parecendo que tô com conjuntivite
Nem o do Bob dá certo
Que me levam a outros requinte

Eita lugarzinho bom de ficar
Tudo de bom e tudo que quiser
Fato, queria viciar
Não tá faltando nada não, né?

Vê se não esquece do gelo
Que a bebida já vai esquentar
Também não esquece do isqueiro
Que os menino, fogo vão botar

Fogo na inveja vão botar
Fogo na festa de praia
Fogo na Curaçao pra eu tomar
Fogo nas mais gata

Fogo na inveja vão botar
Fogo lá na praia
Fogo na Curaçao pra eu tomar
Fogo nas mais gata

Fogo na inveja vão botar
Na festa de praia
Fogo na Curaçao pra eu tomar
Fogo nas mais gata

Fogo nas mais gata
 "
531,https://www.letras.mus.br/mc-mm/novinha-do-bailao/,Novinha do Bailão,Novinha do Bailão,MC MM," 
Novinha maluca
Para de frescura
E mexe essa bunda
Para de frescura
E mexe essa bunda
Para de frescura
E mexe essa bunda
Para de frescura
E mexe essa bunda
Hoje elas não quer social
Hoje elas só quer vuco vuco
Pra novinha do bailão putaria é tudo
Olha novinha se querendo
Para na minha frente que eu coloco tudo dentro
Vai recebendo, recebendo
Ra ta ta ta
Na nova do MM rabetão vai balançar
Ra ta ta ta
Na nova do MM rabetão vai balançar
Rabetão vai balançar


Dj Douglinhas vai, é ele de novo em!

Novinha maluca
Para de frescura
E mexe essa bunda
Para de frescura
E mexe essa bunda
Para de frescura
E mexe essa bunda
Para de frescura
E mexe essa bunda
Hoje elas não quer social
Hoje elas só quer vuco vuco
Pra novinha do bailão putaria é tudo
Olha novinha se querendo
Para na minha frente que eu coloco tudo dentro
Vai recebendo, recebendo
Ra ta ta ta
Na nova do MM rabetão vai balançar
Ra ta ta ta
Na nova do MM rabetão vai balançar
Rabetão vai balançar
 "
532,https://www.letras.mus.br/mc-magal/menor-periferia-part-mc-g15/,Menor Periferia (part. MC G15),Menor Periferia (part. MC G15),MC Magal," 
E quem diria que os menor periferia
Um dia poderia estourar
Mostrar que pode
Ser possível ver a vida de outro nível
Em outro patamar


E aquela gata da época da escola
Que um dia me humilhou
Hoje ela se abriu
Notou que a vida mudou
O saldo aumentou e os moleque tá a mil

Paco Rabanne exala, o kunk já tá bolado
Hoje a gatinha tá de encontro marcado
Comecei essa letra sem beat
Nem imaginava que poderia ser um hit
Nem imaginava que poderia ser um

Tão natural quantos as folhas que caem ao chão
Acreditei que era possível explodir uma canção
Acreditei que era possível explodir uma canção

Hoje ela chora
Hoje ela chora
Hoje ela chora
Aquela mina que não me dava bola
Na época da escola

Hoje ela chora
Hoje ela chora
Aquela mina que não me dava bola
Na época da escola
 "
533,https://www.letras.mus.br/ludmilla/paciencia-part-ferrugem/,Paciência (part. Ferrugem),Paciência (part. Ferrugem),Ludmilla," 
E agora que eu me dei por total
Apostei nesse amor, não medi consequência?
Você vem me dizer que o amor acabou, paciência
Como consolação você disse pra mim: Vai passar
Essa dor vai passar


Doeu
Como eu nunca pensei
De chorar por amor, chorei
Quantas vezes sozinho
Seu nome no quarto eu gritei?
E não tá sendo fácil a dura missão
De tentar te esquecer
Te esquecer

Não sei
Onde foi que eu errei
Mas se um dia eu errei
Diz que eu quero acertar
Volta logo pra mim
Porque o meu coração tá querendo parar
Eu te quero pra sempre e jamais
Vou deixar de te amar
De te amar
 "
