,fonte,titulo1,titulo2,artista,letra
256,https://www.letras.mus.br/gaab/faz-part-part-ana-gabriela/,Faz Parte (part. Ana Gabriela),Faz Parte (part. Ana Gabriela),Gaab," 
Sempre a mesma história: Você lá, eu cá
E os vizinhos reclamando da gritaria
Sempre ameaçando que vai me deixar
Eu nem discuto, sei que no fundo não é o que quer falar
Posso até ter os meus defeitos
Mas dentro do meu peito
Tem um amor que eu nunca vi igual
Quero te dar muito mais do que um beijo
Vou te dar o mundo inteiro
Brigar assim não é tão normal


Mas faz parte
No final de tudo a gente sempre volta atrás
Faz amor, fica em paz de novo
Faz parte
Entre nós o amor é sempre primeira opção
E o coração já sabe
Faz parte
Faz parte, faz parte
Faz parte de amar você
Faz parte
Faz parte, faz parte
Faz parte de amar você

Não faz assim
Eu sei que agi errado
Eu me sinto culpado
Por te machucar
Olha pra mim
Eu sou um ser humano
Como qualquer outro
Tenho o direito de errar
A distância entre a gente me fez entender
Se um dia eu já fui feliz, foi com você
Sei que eu demorei pra acordar
E talvez você nem vai voltar
Mas eu quero falar
Sem você aqui, perdeu a graça
Metade de mim tá com você
Sem você aqui, eu não sou nada
Sem você, eu não sei o que fazer

Mas faz parte
No final de tudo a gente sempre volta atrás
Faz amor, fica em paz de novo
Faz parte
Entre nós o amor é sempre primeira opção
E o coração já sabe
Faz parte
Faz parte, faz parte
Faz parte de amar você
Faz parte
Faz parte, faz parte
Faz parte de amar você
 "
257,https://www.letras.mus.br/ludmilla/de-role-part-ferrugem/,De Rolê (part. Ferrugem),De Rolê (part. Ferrugem),Ludmilla," 
Quer saber pra onde eu vou?
Me segue
Quer provar do meu sabor?
Me pede
Se eu mandar, você só obedece
Mas cuidado, baby, não se apegue
Porque eu sou da contramão
Daquelas que só quer falar de amor lá no colchão
E por conta própria, escolheu a solidão
Eu tenho um iceberg no lugar do coração
Não perde tempo, não
Expert no assunto maldade
Se eu quiser você, não passo vontade
Se eu disser que sim vai ser até tarde
Só que amanhã não sinto saudade
Aproveita a chance e mostra o que sabe
Representa que eu te dou liberdade
Quer ganhar o jogo?
Tem uma lei: Cala a boca e garante o replay


É que hoje eu só tô de rolê
Só por essa noite eu vou pegar você
É que hoje eu só tô de rolê
Só por essa noite eu vou pegar você

Quer saber pra onde eu vou?
Me segue
Quer provar do meu sabor?
Me pede
Se eu mandar, você só obedece
Mas cuidado, baby, não se entregue
Porque eu sou da contramão
Daqueles que só quer falar de amor lá no colchão
E por conta própria escolheu a solidão
Eu tenho um iceberg no lugar do coração
Não perde tempo, não

Expert no assunto maldade
Se eu quiser você, não passo vontade
Se eu disser que sim vai ser até tarde
Só que amanhã não sinto saudade
Aproveita a chance e mostra o que sabe
Representa que eu te dou liberdade
Quer ganhar o jogo?
Tem uma lei: Cala a boca e garante o replay

Hoje eu só tô de rolê
Só por essa noite eu vou pegar você
É que hoje eu só tô de rolê
Só por essa noite eu vou pegar você
Tô de role, essa noite vou pegar você
É que hoje eu só tô de rolê
Só por essa noite eu vou pegar você
É que hoje eu só tô de rolê
Só por essa noite eu vou pegar você
 "
258,https://www.letras.mus.br/mc-hariel-sp/meu-mundo-part-wcnobeat-mc-cabelinho-pk-e-orochi/,"Meu Mundo (part. WCnoBeat, MC Cabelinho, Orochi e PK)","Meu Mundo (part. WCnoBeat, MC Cabelinho, Orochi e PK)",MC Hariel," 
[Orochi]
Muito calma, tipo um furacão, yeah
Ela pegou minha visão, yeah
De batom vermelho e salto alto
Bebendo com cigarro na mão
A maldade do mundo no olhar
Hoje eu só quero te alcoolizar
Te dizer palavras excitantes
Sei que rapidin tu vai se libertar
E ela pergunta porque eu sou assim
Tranquilão, tipo a onda do lINS
Percebendo que ela tava afim
Rebolando essa bunda pra mim
Essa bunda me deu xeque-mate
Mais gostosa do que chocolate
Poderosa e preta, tipo a Iza
Porra, será que essa bunda é de verdade?
Uísque e blunt, é o rap, é o funk
O dólar sujo, um diamante, um desastrado, um elegante
Um pervertido, um traficante, um cara humilde, um arrogante
Inofensivo, extravagante
Ou só mais um alcoolizado
Atrás de um balde de cerveja
Essa noite eu posso ser eu mesmo
Mas também posso ser tudo que você quiser que eu seja
Ela joga na cara e me estiga
Saciando minha tara e na brisa
Ela senta na vara e convida as amiga safada
WC no comando da putaria
Lançando mais uma para todas as mulher
Não adianta ficar de neurose, nessa noite, linda, porque


[MC Cabelinho]
Sei que você quer um pouco da minha brisa
Sei que você gosta muito desse clima
Desse jeito louco e da minha pegada
Gata, só não posso te levar pra casa
Isso não te impede de ficar comigo
Vai ser perda de tempo não aproveitar
Vivo no meu mundo, mas vivo perdido
Talvez amanhã eu não possa te encontrar

[MC Hariel]
Independentemente do seu belo visual
Au, au, au, au
Não é quesito seu corpo bonito e escultural
Au, au
Sei separar o que é sentimento
Do que não passa de atração carnal
Com você sei que é só sexo casual
Eu já não me importo se é loira ou morena
Ou se é japonesa de franja
Raridade na resenha
Põe brasa na lenha, as piranha se assanha
Nossa alcatéia é festeira
E se ela é baladeira, nós vamo adiante
Separa as interesseira das que interessa, das interessante
O que ela quer?
Dar sorte grande na vida!
Se ela engravidar do Cabelinho, do PK ou do Orochi
Tira aposentadoria
O que ela quer?
Dar sorte grande na vida!
Se ela engravidar do Raridade, do PK ou do Orochi
Tira aposentadoria
Independentemente do seu belo visual
Au, au, au, au
Não é quesito seu corpo bonito e escultural
Au, au
Sei separar o que é sentimento
Do que não passa de atração carnal
Então cala tua boca e chupa meu

[MC Cabelinho]
Sei que você quer um pouco da minha brisa
Sei que você gosta muito desse clima
Desse jeito louco e da minha pegada
Gata, só não posso te levar pra casa
Isso não te impede de ficar comigo
Vai ser perda de tempo não aproveitar
Vivo no meu mundo, mas vivo perdido
Talvez amanhã eu não possa te encontrar

[PK]
Nós andamos diferente
Ela percebe como a gente fala diferente
Somos diferente
É por isso que ela quer tá perto de nós
É diferente como nosso bonde faz a diferença
De olhar diferente eu percebo como a gente não é bem-vindo aqui
Desse jeito tu me deixa louco
Meu tempo é pouco, então vem pra cá
Me pedindo aquilo que te excita
Eu te pego de jeito e tu vai voltar
Escuta tuas amiga quando elas falarem pra não se apegar
Porque eu não vivo a vida, a vida que me vive
E um dia nós vai se encontrar
Senta firme
Porque a vida é muito curta pra tu não me dar
Senta firme
Senta firme
Senta firme
Porque a vida é muito curta pra tu não me dar
Senta firme
Senta firme

[MC Cabelinho]
Sei que você quer um pouco da minha brisa
Sei que você gosta muito desse clima
Desse jeito louco e da minha pegada
Gata, só não posso te levar pra casa
Isso não te impede de ficar comigo
Vai ser perda de tempo não aproveitar
Vivo no meu mundo, mas vivo perdido
Talvez amanhã eu não possa te encontrar
 "
259,https://www.letras.mus.br/mc-cabelinho/nos-e-da-favela-part-fp-do-trem-bala-e-tropa-da-espanha/,Nós É da Favela (part. FP do Trem Bala e Tropa da Espanha),Nós É da Favela (part. FP do Trem Bala e Tropa da Espanha),MC Cabelinho," 
Fé, fé, fé, fé, fé
Tropa da Espanha, tropa do pai
Cabelinho na voz, FP do Trem Bala
Conexão que nunca falha, frisou?
Aí, ah


Nós é da favela mesmo, gosta de problema mesmo
E quem vacilou ficou de exemplo
Dá mó dor no coração quando eu lembro dos irmão
Fico logo boladão, então vai vendo
Dei a meta lá pra dona comprar roupa pras criança
Só não esquece, por favor, minha camisa da Espanha
Que hoje à noite rola baile e eu vou portar mais tarde
Vários finin' de ouro e o pisante da Nike

Já disfarcei na régua, vaidade é uma merda
E antes de eu sair, eu fiz aquela reza
Fugidinha tá mó uva, invejoso atura ou surta
Porque essa noite tem putaria com a tchutchuca
Vai, rebola que a noite é sua
Vem, Espanha é só loucura
Vai, rebola que a noite é sua
Vem, Espanha é só loucura

Sente o aroma do balão, nossa tropa de copão
Nós tá com mó bailão e a novinha até o chão
O DJ solta o tamborzão
Os menor embrazadão
E eu não me esqueço o pistão, é o Galo e o Pavão
Fé, fé, fé, fé, fé, fé

Nós é da favela mesmo, gosta de problema mesmo
E quem vacilou ficou de exemplo
Dá mó dor no coração quando eu lembro dos irmão
Fico logo boladão, então vai vendo
Dei a meta lá pra dona comprar roupa pras criança
Só não esquece, por favor, minha camisa da Espanha
Que hoje à noite rola baile e eu vou portar mais tarde
Vários finin' de ouro e o pisante da Nike

Já disfarcei na régua, vaidade é uma merda
E antes de eu sair, eu fiz aquela reza
Fugidinha tá mó uva, invejoso atura ou surta
Porque essa noite tem putaria com a tchutchuca
Vai, rebola que a noite é sua
Vem, Espanha é só loucura
Vai, rebola que a noite é sua
Vem, Espanha é só loucura

Sente o aroma do balão, nossa tropa de copão
Nós tá com mó bailão e a novinha até o chão
O DJ solta o tamborzão
Os menor embrazadão
E eu não me esqueço o pistão, é o Galo e o Pavão
Fé, fé, fé, fé, fé, fé
 "
260,https://www.letras.mus.br/mc-carol/meu-namorado-e-mo-otario/,Meu Namorado É Mó Otário,Meu Namorado É Mó Otário,MC Carol," 
Meu namorado é mó otário
Ele lava minhas calcinha


Se ele fica cheio de marra
Eu mando ele pra cozinha

Se tu não tá gostando
Então dorme no portão
Porque eu vou pro baile
Vou pra minha curtição

Aca, aca, aca, aca, acaba com essa
Vai!
Vai!
Vai!

Aca, aca, aca, aca, acaba com essa
Vai!
Vai!
Vai!
 "
261,https://www.letras.mus.br/mc-don-juan/sai-pra-la-part-mc-hariel/,Sai Pra Lá (part. MC Hariel),Sai Pra Lá (part. MC Hariel),MC Don Juan," 
Aê, Hari
Já tô com a minha mina, com a erva e tudo no esquema
Só escolher que tá ligado
Vamo passar dando um grau na cara dos recalcado
Don Juan, Hariel, Jorgin


Se eu for ligar pro que os outros falam
Eu nunca vou ter nada, nunca vou ter nada, não
Conquistar o que você sonhou
Hoje em dia é querer se achar
Uns me olham por eu ser quem sou
Pelo mesmo motivo vão me odiar

Sai pra lá, zica
Despausa recalque
Cada desejo de me ver cair
Vou passar na sua frente e dar um grau de nave

Sai pra lá, zica
Despausa recalque
Cada desejo de me
Vou passar na sua frente, é grau

Sai pra lá, zica
Despausa recalque
Cada desejo de me ver cair
Vou passar na sua frente e dar um grau de nave

Sai pra lá, zica
Despausa recalque
Cada desejo de me ver cair
Vou passar na sua frente dando grau de nave
 "
262,https://www.letras.mus.br/mc-kelvinho/to-no-nordeste/,Tô No Nordeste,Tô No Nordeste,MC Kelvinho," 
Tô no Nordeste na minha casa de repouso
Que em SP a Civil chutou minha porta
Tô envolvido em uns progressos cabuloso
No ano novo eu tô mudando para Europa (então tá)


E de acerto esse ano eu perdi uma Volvo
Só de raiva, lancei mais 3 BM nova
Claro que nem é previsto eu contar o dobro
Imprevisto comer o dobro de gostosa

Pode matar sem puta de um barão
Que a festa começa quando eu der o start
Rendimento mensal de quase um milhão
Família tando bem, nóis também tá suave

Pode matar sem puta de um barão
Que a festa começa quando eu der o start
Rendimento mensal de quase um milhão
Família tando bem, nóis também tá suave

Família tando bem, nóis também tá suave
 "
263,https://www.letras.mus.br/mc-ale/a-entrega-part-mc-rodolfinho/,A Entrega (part. MC Rodolfinho),A Entrega (part. MC Rodolfinho),MC Alê," 
Fui fazer uma entrega e nela eu tava com a meiota
Fui entregar meu coração pra bandida mais perigosa
Dei um salve lá no zap e ela já deu da resposta
Vamo pro Helipa, que lá o baile pipoca
Vamo pra 17, que lá o baile pipoca
O pai bateu no GPS, de bate pronto localiza
Se não for 17, vai consta lá no Helipa
E chegando lá, nós vai brota na picadilha
Eu trajadão na Oakley e ela toda de Adidas


Visão passei pra ela
Fica suave, nem tenta
Eu vou largar do meiotão
E pegar da mil e, e pegar da mil e
E pegar da 1200
Com meu parceiro, que é o Rodolfo, que é parceirão

Tô tocando o robozão
Na garupa o rabetão
Mão direita no guidão e a outra de copão na mão
Tô tocando o robozão
Na garupa o rabetão
Mão direita no guidão e a outra de copão na mão

Fui fazer uma entrega e nela eu tava com a meiota
Fui entregar meu coração pra bandida mais perigosa
Dei um salve lá no zap e ela já deu da resposta
Vamo pro Helipa, que lá o baile poca
Vamo pra 17, que lá o baile poca
O pai bateu no GPS, de bate pronto localiza
Se não for 17, vai consta lá no Helipa
E chegando lá, nós vai brota na picadilha
Eu trajadão de Oakley e ela toda de Adidas

Visão passei pra ela
Fica suave, nem tenta
Eu vou largar do meiotão
E pegar da mil e, e pegar da mil e
E pegar da 1200
Com meu parceiro, Alê, revelação

Tô tocando o robozão
Na garupa o rabetão
Mão direita no guidão e a outra de copão na mão
Tô tocando o robozão
Na garupa o rabetão
Mão direita no guidão e a outra de copão na mão
 "
264,https://www.letras.mus.br/mc-nego-do-borel/contatinho/,Contatinho (part. Luan Santana),Contatinho (part. Luan Santana),Nego do Borel," 
Eu não tô entendendo nada
Parece até que é pique-esconde
Ela, em plena madrugada
Desliga o celular e some
(Chama, Luan)


Mas eu resolvo essa parada
Vou acionar meu telefone
Se desse poço não sai água
Eu vou buscar em outra fonte

Mas eu já sei o que fazer
Pra resolver esse conflito
Ela finge que me ama, que me ama
E eu finjo que acredito

Mas eu já sei o que fazer
Pra essa falta de carinho
Quando ela sumir do mapa
Eu não vou mais chorar
Eu vou ligar pro contatinho

Contatinho
Eu não vou ficar sozinho
Contatinho
Vem aqui me dar carinho
Contatinho
Sabe fazer direitinho
Contatinho
Tem que ser no sapatinho
(Olha lá, hein, Nego)

Quando ela cair no mundo
Eu procuro em um segundo
Um contatinho pra eu poder me consolar (o quê?)
Se a primeira viajou
E a segunda já casou
Com certeza a terceira vai rolar (a terceira rola)

Água mole em pedra dura
Tanto bate até que fura
É loucura, mas eu vou desenrolar
Hoje é dia de maldade
E se for de outra cidade
Não importa, deixa que eu mando buscar

Sabe por quê? Fala aí!

Eu já sei o que fazer
Pra resolver esse conflito
Ela finge que me ama, que me ama
E eu finjo que acredito

Mas eu já sei o que fazer
Pra essa falta de carinho
Quando ela sumir do mapa
Eu não vou mais chorar
Eu vou ligar pro contatinho

Contatinho
Eu não vou ficar sozinho
Contatinho
Vem aqui me dar carinho
Contatinho
Sabe fazer direitinho
Contatinho
Mas tem que ser no sapatinho

O que que é isso?
Ela toma chá de sumiço
E ainda quer me controlar
Hã-hã, hã-hã, hã-hã

Fica tranquilo
Eu acionei um contatinho
Pra ficar no seu lugar
Hã-hã, hã-hã, hã-hã

Se faz de santa
Fala que tá magoada
E eu é que não sou legal
Hã-hã, hã-hã, hã-hã

Tá precisando é de óleo de peroba
Na tua cara de pau
Cara de pau!

Mas eu já sei o que fazer
Pra resolver esse conflito
Ela finge que me ama, que me ama
E eu finjo que acredito

Mas eu já sei o que fazer
Pra essa falta de carinho
Quando ela sumir do mapa
Eu não vou mais chorar
Eu vou ligar pro contatinho

Contatinho
Eu não vou ficar sozinho
Contatinho
Vem aqui me dar carinho
Contatinho
Sabe fazer direitinho
Contatinho
Tem que ser no sapatinho

Eu não tô entendendo nada (ixe, nem eu)
Parece até que é pique-esconde
Se desse poço não sai água
Eu vou buscar em outra fonte

Chama o contatinho, chama o contatinho!
Tem que ser no sapatinho
 "
265,https://www.letras.mus.br/mc-kevinho/ta-tum-tum-part-simone-e-simaria/,Ta Tum Tum (part. Simone &amp; Simaria),Ta Tum Tum (part. Simone &amp; Simaria),Kevinho," 
Hoje ela saiu de casa
Só pensando em mexer, mexer
Sem segundas intenções
Sem tocar, sem beijar
Ela não vai se envolver


A gata é uma loucura
Faz cena proibida e mantém postura
Depois da meia-noite, é filme com censura
Sensualidade pura

A gata é uma loucura
Faz cena proibida e mantém postura
Depois da meia-noite, é filme com censura
Sensualidade pura

Gosta de fazer o tá, tá, tá, tá tum tum
Quicando e mostrando o poder desse bumbum
Tá, tá, tá tum tum
Quicando e mostrando

Vai mexendo o bumbum
Vai mexendo o bumbum
Faz o movimento no talento
Tá, tá tum tum
Tum, vai mexendo o bumbum
Faz o movimento no talento
Tá, tá tum tum

Hoje ela saiu de casa
Só pensando em mexer, mexer (então mexe)
Sem segundas intenções
Sem tocar, sem beijar
Ela não vai se envolver (cê acredita?!)

A gata é uma loucura
Faz cena proibida e mantém postura
Depois da meia-noite, é filme com censura
Sensualidade pura

A gata é uma loucura
Faz cena proibida e mantém postura
Depois da meia-noite, é filme com censura
Sensualidade pura

E gosta de fazer o tá, tá, tá, tá tum tum
Quicando e mostrando o poder desse bumbum
Tá, tá, tá tum tum
Quicando e mostrando

Vai mexendo o bumbum
Vai mexendo o bumbum
Faz o movimento no talento (mexe o bumbum)
Vai mexendo o bumbum
Vai mexendo o bumbum
Faz o movimento no talento

Gosta de fazer o tá, tá, tá, tá tum tum
Quicando e mostrando o poder desse bumbum
Tá, tá, tá tum tum
Quicando e mostrando
 "
266,https://www.letras.mus.br/os-avassaladores/1665066/,Sou Foda,Sou Foda,Os Avassaladores," 
Digdin, digdin, digdin
Digdin, digdin, digdin
Digdin, digdin
Sou foda


Digdin, digdin, digdin
Digdin, digdin, digdin
Digdin, digdin
Sou foda

Sou foda
Na cama te esculacho
Na sala ou no quarto
No beco ou no carro

Eu, eu sou sinistro
Melhor que seu marido
Esculacho seu amigo
No escuro eu sou um perigo

Avassalador
Um cara interessante
Esculacho o teu amante
Até o teu ficante

Mas... mas não se esqueça
Que eu sou vagabundo
Depois que a putaria começou a rolar no mundo (no mundo)

Pra, pra te enlouquecer
Pra, pra te enlouquecer
Todas, todas que provaram
Não conseguem esquecer

Pra, pra te enlouquecer
Pra te enlouquecer
Todas, todas que provaram
Não conseguem esquecer

Sou foda

Eu sou sinistro
 "
267,https://www.letras.mus.br/jerry-smith/trofeu-do-ano/,Troféu do Ano (part. MC Nando DK e DJ Cassula),Troféu do Ano (part. MC Nando DK e DJ Cassula),Jerry Smith," 
Começou novo duelo
Jerry Smith tá mandando
Começou novo duelo
Nando DK tá mandando


Morena jogando
Loirinha jogando, vai!
Parabéns novinha
Tu ganhou o troféu do ano

Morena jogando
Loirinha jogando
Parabéns novinha, tu ganhou o troféu do ano

Morena jogando
Loirinha jogando, vai!
Parabéns novinha, tu ganhou o troféu do ano

Para-parabéns novinha, tu ganhou troféu do ano
Para-parabéns novinha, tu ganhou troféu do ano

Tum dum dum dum dum
Tum dum dum dum dum
Pra mim você é
A número um

Tum tum tum tum tum
Tum tum tum tum tum
Pra mim você é a número 01

Tum tum tum, tum tum tum
A Sulla falou que é a número 01
A Sulla falou que é a número 01
 "
268,https://www.letras.mus.br/mc-loma/envolvimento/,Envolvimento,Envolvimento,MC Loma e As Gêmeas Lacração," 
Envolvimento diferente
Eu ensino a vocês, a vocês
Eu vou sentar e vou quicar
E vou descendo de uma vez, de uma vez


Esse hit é chiclete, na tua mente vai ficar
Sento, sento, sento, sento, sento e quico devagar
Sento, sento, sento, sento, sento e quico devagar
Sento, sento, sento, sento, sento e quico devagar

Tu não precisa exagerar, muito menos se empolgar
Tu vai sentar, tu vai sentar, tu vai sentar devagar
Tu vai sentar, tu vai sentar, tu vai sentar devagar
Tu vai sentar, tu vai sentar, tu vai sentar devagar

O nosso bonde é sinistro
Vem cá, que eu vou te ensinar
A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar
A descer, a subir, a quicar e rebolar

A quicar e rebolar
A quicar e rebolar

E aê, DG?
Escama só de peixe
Uaai!
Cebruthius
 "
269,https://www.letras.mus.br/mc-kekel/o-bebe-part-kevinho/,O Bebê (part. Kevinho),O Bebê (part. Kevinho),MC Kekel," 
Alô
Por que você não me atendeu?
Já tava mó preocupadão
O seu pivete quase morre do coração


Amor
Já fiz o corre pra te ver
Juntei a grana da passagem
Contando as horas pra gente matar a saudade

Ô, bebê, gosto mais de você
Do que de mim, do que de mim
Ô, bebê, gosto mais de você
Do que de mim, do que de mim

Ô, bebê, gosto mais de você
Do que de mim, do que de mim
Ô, bebê, gosto mais de você
Do que de mim, do que de mim

Antes de você eu era do mundão
Gratidão, minha princesa
Mudou minha cabeça, só me fez crescer
Bota fé no que eu vou dizer

Ô, bebê, gosto mais de você
Do que de mim, do que de mim
Ô, bebê, gosto mais de você
Do que de mim, do que de mim
Ô, bebê, gosto mais de você
Do que, do que, do que

Alô
Por que você não me atendeu?
Já tava mó preocupadão
O seu pivete quase morre do coração

Amor
Já fiz o corre pra te ver
Juntei a grana da passagem
Contando as horas pra gente matar a saudade

Ô, bebê, gosto mais de você
Do que de mim, do que de mim
Ô, bebê, gosto mais de você
Do que de mim, do que de mim

Ô, bebê, gosto mais de você
Do que de mim, do que de mim
Ô, bebê, gosto mais de você
Do que de mim, do que de mim

Antes de você eu era do mundão
Gratidão, minha princesa
Mudou minha cabeça, só me fez crescer
Bota fé no que eu vou dizer

Ô, bebê, gosto mais de você
Do que de mim, do que de mim
Ô, bebê, gosto mais de você
Do que de mim, do que de mim

E eu gosto mais de você
Ô, meu bebê
 "
270,https://www.letras.mus.br/mc-pedrinho/toma-tapa-na-cara-part-mc-rafa-original/,Toma Tapa Na Cara (part. MC Rafa Original),Toma Tapa Na Cara (part. MC Rafa Original),MC Pedrinho," 
Toma, toma, toma, toma, toma, toma
Toma, toma, toma, toma, toma, toma
(Ah, seu maldito! Gostoso!)
Toma, toma, toma, toma, toma, toma
Toma, toma, toma, toma, toma, toma
Toma (quero apanhar na cara)
Toma, toma, toma, toma, toma
(Eu amo, hein!)


Toma tapa na cara, toma tapa na cara
Toma tapa na cara, toma tapa na cara
Vem fazendo a posição, ahn, é poucas palavras
Vem fazendo a posição, ahn, é poucas palavras
Toma tapa na cara, toma tapa na cara
Toma tapa na cara, toma tapa na cara
Toma tapa na cara
Vem fazendo a posição, ahn, é poucas palavras
Vem fazendo a posição, ahn, é poucas palavras

(Olha como você tá, hein!)
(Tá ruim, hein!)
Os menino é ruim, é poucas palavras
TH é ruim, é poucas palavras
Toma tapa na cara, toma tapa na cara
Toma tapa na cara, toma tapa na cara
Toma tapa na cara
Vem fazendo a posição, ahn, é poucas palavras
Vem fazendo a posição, ahn, é poucas palavras
Toma, toma
(Ela ama tomar na cara, TH)
Toma, toma, toma
(Ela ama tomar)
Toma, toma, toma
Toma, toma, toma
Toma, toma, toma
Toma, toma, toma, toma

Os menino é ruim
É poucas palavras
Os favela é ruim
(Quero apanhar na cara)
É poucas palavras
Toma, toma
(Eu amo, hein)
Toma tapa na cara
Toma tapa na cara
Toma tapa na cara
Toma tapa na cara
Toma tapa na cara
Vem fazendo a posição
Ahn, é poucas palavras
Vem fazendo a posição
Ahn, é poucas palavras
Toma, toma, toma
Toma, toma, toma
Toma, toma, toma
Toma, toma, toma
 "
271,https://www.letras.mus.br/mc-davi/eu-to-vivendo/,Eu Tô Vivendo,Eu Tô Vivendo,MC Davi," 
As ideia é o seguinte, eu vou passar uma visão
Pra que ficar junto se só sabe brigar?
Dentro de um namoro tem que ter comunhão
E não um canhão engatilhado e atira


Melhor cada um rever essa situação
Eu já vi a minha, não posso reclamar

Eu tô vivendo há mó tempão
Tô com os parceiro de copo na mão
Só vendo elas jogar

Eu tô vivendo há mó tempão
Tô com os parceiro de copo na mão
Só vendo elas jogar

Eu tô vivendo há mó tempão
Só vendo elas jogar

Eu tô vivendo há mó tempão
 "
272,https://www.letras.mus.br/mc-menor-da-vg/fogo-na-inveja/,Fogo na Inveja,Fogo na Inveja,MC Menor da VG," 
Anda de caranga na quebrada
De moto sempre com as gata
Cuida muito da minha vida
Mas nunca me deram nada


Os pano é da Ed Hardy
As gata bipa o Ferrari
O relógio é Rolex
Na ativa com a Lange e também Bvlgari

Tem que mandar papo reto
Não adianta papo torto
Ando memo é gingando e bebendo uísque
Pra ficar bem louco

Cola com nós, vem sem medo
Tá com medo bebe leite
A goma é tipo um harém
Tem mulher pra caralho e os menino é sheik

No olho brilha o desejo
No recalcado a inveja
Mas eu sei me defender, também sei atacar
Não temo pros comédia

Pode tentar contra a gente
Que aqui não arruma nada
Pois já taquei gasolina
Agora só falta atacar

Fogo na inveja, taca
Pega na bala ou na faca
Nunca vi você na capa, respeita meu bom

Taca, fogo na inveja, taca
Pega na bala ou na faca
Nunca vi você na capa, respeita meu bom

Taca, fogo na inveja, taca
Pega na bala ou na faca
Nunca vi você na capa, respeita meu bom

Taca, fogo na inveja, taca
Pega na bala ou na faca
Nunca vi você na capa, respeita meu bom

Fato, é que eu só pego as gata
Roupa é só as de marca
No baile é só camarote
Com várias meninas e várias garrafa

O cordão sempre pesando
Nos dedo brilha as dedeira
Meu celular tá tocando
E do outro lado só tem as princesa

Humildade é requisito
Depois eu vejo a beleza
Morena vem de almoço
Loira vem de sobremesa

Aproveita que eu te pago
Hoje é tudo na faixa
Sabe que é pelo sorriso
Que os invejoso se ataca

Fogo na inveja, taca
Pega na bala ou na faca
Nunca vi você na capa, respeita meu bom

Taca, fogo na inveja, taca
Pega na bala ou na faca
Nunca vi você na capa, respeita meu bom

Respeita meu bom
 "
273,https://www.letras.mus.br/ludmilla/voce-nunca-me-vera-chorar/,Você Nunca Me Verá Chorar,Você Nunca Me Verá Chorar,Ludmilla," 
Se ele perguntar por mim
Diga que eu estou bem
Que eu estou feliz
E que eu já tenho outro alguém


Se ele perguntar por mim
Diga que eu estou feliz
Que eu estou curtindo a vida
Do jeito que eu sempre quis

Só não a diga a verdade pra ele
Que eu estou sem alegria
Que eu fiz o meu quarto
Da minha pequena ilha
Estou com sobrancelhas e cabelo pra fazer
Que eu perdi a vontade de viver

Mas ele sabe que isso nem combina comigo
A garota que fica de coração partido

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Se ele perguntar por mim
Diga que eu estou bem
Que eu estou feliz
E que eu já tenho outro alguém

Se ele perguntar por mim
Diga que eu estou feliz
Que eu estou curtindo a vida
Do jeito que eu sempre quis

Só não a diga a verdade pra ele
Que eu estou sem alegria
Que eu fiz o meu quarto
Da minha pequena ilha
Estou com sobrancelhas e cabelo pra fazer
Que eu perdi a vontade de viver

Mas ele sabe que isso nem combina comigo
A garota que fica de coração, de coração partido

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Por mais que seja difícil
Eu vou me acostumar
O tempo é o melhor remédio pra me ajudar
Mas você nunca me verá chorar
Mas você nunca me verá chorar

Não
Você não, você não
Você não, você não
Nunca me verá
Chorar (aaiaah)

Você não, você não
Você nunca me verá chorar
 "
274,https://www.letras.mus.br/mc-gui/sua-historia/,Sua História,Sua História,MC Gui," 
Eu tava aqui lembrando de você
E já sabendo a falta que cê vai fazer
Tem coisas que não dá pra entender
Por que você se foi?


Mas tenho fé que um dia
A gente vai se encontrar
Pra terminar aquele futebol
E eu prometo vou deixar você ganhar
Só pra te ver sorrir

E o céu deve estar rindo agora
Se você já contou aquela sua história
Sei que agora é tudo diferente
Mas vai durar pra sempre na minha memória
O céu deve estar rindo agora
Se você já contou aquela sua história
Sei que agora é tudo diferente
Mas vai durar pra sempre na minha memória

Agora o que resta é saudade
Ainda não acredito que é verdade
Mas isso foi Deus quem quis assim
Pra sempre vou guardar dentro de mim
Mas tenho fé que um dia
A gente vai se encontrar
Pra terminar aquele futebol
E eu prometo vou deixar você ganhar
Só pra te ver sorrir

O céu deve estar rindo agora
Se você já contou aquela sua história
Sei que agora é tudo diferente
Mas vai durar pra sempre na minha memória
 "
